test_case_id,title,module,screen_id,topic,priority,type,preconditions,test_data,test_steps,expected_result
TC_17544_007,Toggle state of buttons,SurveyMini,17544,login,P2,Functional,,,"Open the SurveyMini app. | Click on the ""Log in"" button. | Click on the ""Sign Up"" button. | Click on the ""Log in with Facebook"" button.",The state of the buttons should toggle between active and inactive.
TC_17544_008,Button clickability,SurveyMini,17544,login,P2,Functional,,,"Open the SurveyMini app. | Click on the ""Log in"" button. | Click on the ""Sign Up"" button. | Click on the ""Log in with Facebook"" button.",All buttons should be clickable.
TC_17544_009,Navigation,SurveyMini,17544,login,P2,Functional,,,"Open the SurveyMini app. | Click on the ""Log in"" button. | Click on the ""Sign Up"" button. | Click on the ""Log in with Facebook"" button.","The app should navigate to the respective login, sign up, or Facebook login screens."
TC_17576_01,Verify the presence of the 'Help/Info' page title,MobileApp,17576,terms,P0,Functional,,,Open the app and navigate to the 'Help/Info' page. | Verify that the title 'Help/Info' is displayed at the top of the screen.,The title 'Help/Info' is displayed at the top of the screen.
TC_17576_02,Navigate through the table of contents,MobileApp,17576,terms,P0,Functional,,,Open the app and navigate to the 'Help/Info' page. | Scroll through the table of contents and verify that all sections are accessible. | Click on each section to ensure it navigates to the correct content.,All sections in the table of contents are accessible and navigate to the correct content.
TC_17576_03,Verify the presence of the 'OK' button,MobileApp,17576,terms,P0,Functional,,,Open the app and navigate to the 'Help/Info' page. | Verify that the 'OK' button is present at the bottom of the screen.,The 'OK' button is present at the bottom of the screen.
TC_17576_04,Click on the 'OK' button,MobileApp,17576,terms,P0,Functional,,,Open the app and navigate to the 'Help/Info' page. | Click on the 'OK' button at the bottom of the screen.,The 'Help/Info' page should remain open after clicking the 'OK' button.
TC_17576_05,Check for accessibility features,MobileApp,17576,terms,P0,Accessibility,,,Open the app and navigate to the 'Help/Info' page. | Perform a screen reader test to ensure all elements are accessible.,All elements on the 'Help/Info' page are accessible and can be read by a screen reader.
TC_17576_06,Check for usability,MobileApp,17576,terms,P0,Usability,,,Open the app and navigate to the 'Help/Info' page. | Perform a usability test to ensure the page is easy to navigate and understand.,The 'Help/Info' page is easy to navigate and understand.
TC_17576_07,Check for data persistence,MobileApp,17576,terms,P0,Regression,,,Open the app and navigate to the 'Help/Info' page. | Close the app and reopen it to verify that the 'Help/Info' page remains accessible.,The 'Help/Info' page remains accessible after closing and reopening the app.
TC_17587_001,Open the app and navigate to the 'For You' section,News App,17587,news,P1,Functional,,,Open the news app. | Tap on the 'For You' tab in the navigation bar.,The 'For You' section should be displayed with curated content.
TC_17587_002,Navigate through the tabs in the navigation bar,News App,17587,news,P1,Functional,,,Open the news app. | Tap on the 'For You' tab in the navigation bar. | Tap on the 'U.S.' tab in the navigation bar. | Tap on the 'Video' tab in the navigation bar. | Tap on the 'GIF' tab in the navigation bar. | Tap on the 'Funny' tab in the navigation bar. | Tap on the 'Entertainn' tab in the navigation bar.,The app should navigate to the selected tab and display the corresponding content.
TC_17587_003,Click on an article in the 'For You' section,News App,17587,news,P1,Functional,,,Open the news app. | Tap on the 'For You' tab in the navigation bar. | Tap on an article in the list of articles.,The app should navigate to the article details page.
TC_17587_004,Click on the video thumbnail in the 'For You' section,News App,17587,news,P1,Functional,,,Open the news app. | Tap on the 'For You' tab in the navigation bar. | Tap on the video thumbnail.,The app should start playing the video.
TC_17587_005,Click on the 'Home' button in the footer,News App,17587,news,P1,Functional,,,Open the news app. | Tap on the 'For You' tab in the navigation bar. | Tap on the 'Home' button in the footer.,The app should navigate to the home screen.
TC_17587_006,Click on the 'Video' button in the footer,News App,17587,news,P1,Functional,,,Open the news app. | Tap on the 'For You' tab in the navigation bar. | Tap on the 'Video' button in the footer.,The app should navigate to the video section.
TC_17587_007,Click on the 'Follow' button in the footer,News App,17587,news,P1,Functional,,,Open the news app. | Tap on the 'For You' tab in the navigation bar. | Tap on the 'Follow' button in the footer.,The app should navigate to the follow section.
TC_17587_008,Click on the 'Me' button in the footer,News App,17587,news,P1,Functional,,,Open the news app. | Tap on the 'For You' tab in the navigation bar. | Tap on the 'Me' button in the footer.,The app should navigate to the user profile section.
TC_17620_01,Verify informational message about FM radio unavailability,NextRadio,17620,login,P1,Functional,,,Open the NextRadio app. | Navigate to the screen displaying the informational message about FM radio unavailability.,"The screen should display the NextRadio logo at the top. | The title should read 'FM Radio is Unavailable' with a sad face emoji. | The subtitle should explain the reason for the unavailability and mention a contest. | A prominent blue button labeled 'ENTER TO WIN $10,000!' should be present at the bottom."
TC_17620_02,Check if the button is clickable,NextRadio,17620,login,P1,Functional,,,"Open the NextRadio app. | Navigate to the screen displaying the informational message about FM radio unavailability. | Click on the 'ENTER TO WIN $10,000!' button.",The button should respond to the click action.
TC_17620_03,Verify if the screen is accessible,NextRadio,17620,login,P1,Accessibility,,,Open the NextRadio app. | Navigate to the screen displaying the informational message about FM radio unavailability. | Perform accessibility checks on the screen.,The screen should be accessible and meet accessibility standards.
TC_17620_04,Check if the screen is usable,NextRadio,17620,login,P1,Usability,,,Open the NextRadio app. | Navigate to the screen displaying the informational message about FM radio unavailability. | Perform usability checks on the screen.,The screen should be user-friendly and easy to understand.
TC_17620_05,Verify data persistence,NextRadio,17620,login,P2,Functional,,,Open the NextRadio app. | Navigate to the screen displaying the informational message about FM radio unavailability. | Close the app and reopen it. | Verify that the informational message is still displayed.,The informational message should persist after the app is closed and reopened.
TC_17767_001,Open camera and take a photo,Camera,17767,camera,P1,Functional,The app is open and the camera screen is displayed,,Open the app and navigate to the camera screen | Click on the large white camera icon at the bottom of the screen to take a photo,A photo should be taken and saved to the app's photo gallery
TC_17767_002,Open camera and start a video recording,Camera,17767,camera,P1,Functional,The app is open and the camera screen is displayed,,Open the app and navigate to the camera screen | Click on the large white camera icon at the bottom of the screen to start a video recording,A video should be recorded and saved to the app's video gallery
TC_17767_003,Open camera and switch to a different mode,Camera,17767,camera,P1,Functional,The app is open and the camera screen is displayed,,Open the app and navigate to the camera screen | Click on one of the four mode icons to switch to a different camera mode,The camera should switch to the selected mode
TC_17767_004,Open camera and check camera icon functionality,Camera,17767,camera,P1,Functional,The app is open and the camera screen is displayed,,Open the app and navigate to the camera screen | Click on the large white camera icon at the bottom of the screen,The camera should either take a photo or start a video recording
TC_17767_005,Open camera and check mode icons functionality,Camera,17767,camera,P1,Functional,The app is open and the camera screen is displayed,,Open the app and navigate to the camera screen | Click on one of the four mode icons to switch to a different camera mode,The camera should switch to the selected mode
TC_17767_006,Open camera and check accessibility/usability,Camera,17767,camera,P2,Usability,The app is open and the camera screen is displayed,,Open the app and navigate to the camera screen | Ensure that the large white camera icon and mode icons are accessible and usable,The large white camera icon and mode icons should be accessible and usable
TC_17767_007,Open camera and check data persistence,Camera,17767,camera,P2,Regression,The app is open and the camera screen is displayed,,Open the app and navigate to the camera screen | Take a photo or start a video recording | Close the app and reopen it | Check if the photo or video is still available in the gallery,The photo or video should still be available in the gallery
TC_17767_008,Open camera and check interruption/resume,Camera,17767,camera,P2,Regression,The app is open and the camera screen is displayed,,Open the app and navigate to the camera screen | Take a photo or start a video recording | Force close the app | Reopen the app | Check if the photo or video is still available in the gallery,The photo or video should still be available in the gallery
TC_17832_001,Positive flow: Complete BMI calculator setup with valid inputs,BMI Calculator,17832,form,P1,Functional,,"Standard (lbs, ft, in) | Current Weight (in LBS): 150 | Target Weight (in LBS): 160 | Height: 5 ft 6 in","Select 'Standard (lbs, ft, in)' from the weight unit dropdown. | Enter '150' in the 'Current Weight (in LBS)' input field. | Enter '160' in the 'Target Weight (in LBS)' input field. | Select 'Height' from the height unit dropdown. | Enter '5 ft 6 in' in the height input field. | Click the 'Next' button at the bottom.",The BMI calculation should be displayed. | The BMI value should be calculated and shown.
TC_17832_002,Negative flow: Missing weight unit selection,BMI Calculator,17832,form,P1,Negative,,"Standard (lbs, ft, in) | Current Weight (in LBS): 150 | Target Weight (in LBS): 160 | Height: 5 ft 6 in","Select 'Standard (lbs, ft, in)' from the weight unit dropdown. | Enter '150' in the 'Current Weight (in LBS)' input field. | Enter '160' in the 'Target Weight (in LBS)' input field. | Select 'Height' from the height unit dropdown. | Enter '5 ft 6 in' in the height input field. | Click the 'Next' button at the bottom.",An error message should be displayed indicating missing weight unit selection.
TC_17832_003,Negative flow: Missing height unit selection,BMI Calculator,17832,form,P1,Negative,,"Standard (lbs, ft, in) | Current Weight (in LBS): 150 | Target Weight (in LBS): 160 | Height: 5 ft 6 in","Select 'Standard (lbs, ft, in)' from the weight unit dropdown. | Enter '150' in the 'Current Weight (in LBS)' input field. | Enter '160' in the 'Target Weight (in LBS)' input field. | Select 'Height' from the height unit dropdown. | Enter '5 ft 6 in' in the height input field. | Click the 'Next' button at the bottom.",An error message should be displayed indicating missing height unit selection.
TC_17832_004,Negative flow: Invalid weight input,BMI Calculator,17832,form,P1,Negative,,"Standard (lbs, ft, in) | Current Weight (in LBS): abc | Target Weight (in LBS): 160 | Height: 5 ft 6 in","Select 'Standard (lbs, ft, in)' from the weight unit dropdown. | Enter 'abc' in the 'Current Weight (in LBS)' input field. | Enter '160' in the 'Target Weight (in LBS)' input field. | Select 'Height' from the height unit dropdown. | Enter '5 ft 6 in' in the height input field. | Click the 'Next' button at the bottom.",An error message should be displayed indicating invalid weight input.
TC_17921_001,Verify that the 'Fuel calculator' header is displayed correctly,Fuel Calculator,17921,menu,P0,Functional,,,Open the app and navigate to the menu screen. | Verify that the 'Fuel calculator' header is displayed at the top of the screen.,The 'Fuel calculator' header is displayed at the top of the screen.
TC_17921_002,Navigate through all menu options,Fuel Calculator,17921,menu,P0,Functional,,,"Open the app and navigate to the menu screen. | Click on each menu option: 'Mileage log', 'Fuel consumption', 'Travel cost', 'Vehicles', 'Settings', and 'About ...'. | Verify that each menu option leads to its respective screen.",Each menu option leads to its respective screen.
TC_17921_003,Verify that the 'My other apps' section is displayed correctly,Fuel Calculator,17921,menu,P0,Functional,,,Open the app and navigate to the menu screen. | Verify that the 'My other apps' section is displayed with app icons and names.,The 'My other apps' section is displayed with app icons and names.
TC_17921_004,Verify that the navigation buttons in the footer are clickable,Fuel Calculator,17921,menu,P0,Functional,,,Open the app and navigate to the menu screen. | Click on each navigation button in the footer. | Verify that each navigation button leads to its respective screen.,Each navigation button in the footer leads to its respective screen.
TC_17921_005,Verify that all menu options are accessible,Fuel Calculator,17921,menu,P0,Accessibility,,,Open the app and navigate to the menu screen. | Use accessibility features to verify that all menu options are accessible.,All menu options are accessible.
TC_1809_001,Positive flow: Start the Sorting Quiz,Sorting Quiz,1809,tutorial,P0,Functional,,,Open the app. | Locate and press the 'START' button.,The app should transition to the next screen of the Sorting Quiz.
TC_1809_002,Negative flow: No 'START' button present,Sorting Quiz,1809,tutorial,P1,Negative,,,Open the app. | Locate the 'START' button.,The 'START' button should not be present on the screen.
TC_1809_003,Negative flow: 'START' button is disabled,Sorting Quiz,1809,tutorial,P1,Negative,,,Open the app. | Locate the 'START' button. | Attempt to press the 'START' button.,The 'START' button should be disabled and not respond to a press.
TC_1809_004,Negative flow: 'START' button is not visible,Sorting Quiz,1809,tutorial,P1,Negative,,,Open the app. | Locate the 'START' button.,The 'START' button should be visible on the screen.
TC_1809_005,Negative flow: 'START' button is not clickable,Sorting Quiz,1809,tutorial,P1,Negative,,,Open the app. | Locate the 'START' button. | Attempt to press the 'START' button.,The 'START' button should not be clickable.
TC_1809_006,Negative flow: 'START' button is not accessible,Sorting Quiz,1809,tutorial,P1,Negative,,,Open the app. | Locate the 'START' button.,The 'START' button should be accessible.
TC_1809_007,Negative flow: 'START' button is not usable,Sorting Quiz,1809,tutorial,P1,Negative,,,Open the app. | Locate the 'START' button. | Attempt to press the 'START' button.,The 'START' button should be usable.
TC_1809_008,Negative flow: 'START' button is not responsive,Sorting Quiz,1809,tutorial,P1,Negative,,,Open the app. | Locate the 'START' button. | Attempt to press the 'START' button.,The 'START' button should be responsive.
TC_1809_009,Negative flow: 'START' button is not persistent,Sorting Quiz,1809,tutorial,P1,Negative,,,Open the app. | Locate the 'START' button. | Attempt to press the 'START' button.,The 'START' button should be persistent.
TC_1809_010,Negative flow: 'START' button is not interactive,Sorting Quiz,1809,tutorial,P1,Negative,,,Open the app. | Locate the 'START' button. | Attempt to press the 'START' button.,The 'START' button should be interactive.
TC_18254_001,Open the 'Add vehicle' screen,Vehicle Management,18254,modal,P1,Functional,,,Navigate to the 'Add vehicle' screen.,The 'Add vehicle' screen is displayed.
TC_18254_002,Click on the 'OK' button,Vehicle Management,18254,modal,P1,Functional,The 'Add vehicle' screen is open.,,Click on the 'OK' button at the bottom of the screen.,The 'OK' button is clicked.
TC_18254_003,Enter a valid VIN,Vehicle Management,18254,modal,P1,Functional,The 'Add vehicle' screen is open.,Valid VIN: 1GHA1234567890123,Enter a valid VIN into the input field. | Click on the 'OK' button.,The input field is filled with a valid VIN. | The 'OK' button is clicked.
TC_18254_004,Enter an invalid VIN,Vehicle Management,18254,modal,P1,Functional,The 'Add vehicle' screen is open.,Invalid VIN: 1GHA123456789012345,Enter an invalid VIN into the input field. | Click on the 'OK' button.,The input field is filled with an invalid VIN. | The 'OK' button is clicked.
TC_18254_005,Click on the menu icon,Vehicle Management,18254,modal,P1,Functional,The 'Add vehicle' screen is open.,,Click on the menu icon on the left side of the header.,The menu icon is clicked.
TC_18254_006,Check accessibility of the screen,Vehicle Management,18254,modal,P2,Accessibility,The 'Add vehicle' screen is open.,,Perform a screen reader test on the 'Add vehicle' screen.,The screen is accessible to users with screen readers.
TC_18254_007,Check usability of the screen,Vehicle Management,18254,modal,P2,Usability,The 'Add vehicle' screen is open.,,Perform a usability test on the 'Add vehicle' screen.,The screen is easy to use and navigate.
TC_18254_008,Test data persistence,Vehicle Management,18254,modal,P2,Regression,The 'Add vehicle' screen is open.,Valid VIN: 1GHA1234567890123,Enter a valid VIN into the input field. | Click on the 'OK' button. | Navigate away from the screen. | Navigate back to the 'Add vehicle' screen.,The input field still contains the valid VIN.
TC_18262_001,Verify navigation to Home screen from Device screen,Device Management,18262,menu,P1,Functional,,,Click on the back arrow in the header to navigate to the Home screen.,The Home screen should be displayed.
TC_18262_002,Verify navigation to Garage screen from Device screen,Device Management,18262,menu,P1,Functional,,,Click on the 'Garage' option in the vertical menu to navigate to the Garage screen.,The Garage screen should be displayed.
TC_18262_003,Verify navigation to Lookup screen from Device screen,Device Management,18262,menu,P1,Functional,,,Click on the 'Lookup' option in the vertical menu to navigate to the Lookup screen.,The Lookup screen should be displayed.
TC_18262_004,Verify navigation to Trouble Codes screen from Device screen,Device Management,18262,menu,P1,Functional,,,Click on the 'Trouble Codes' option in the vertical menu to navigate to the Trouble Codes screen.,The Trouble Codes screen should be displayed.
TC_18262_005,Verify navigation to Engine Codes screen from Device screen,Device Management,18262,menu,P1,Functional,,,Click on the 'Engine Codes' option in the vertical menu to navigate to the Engine Codes screen.,The Engine Codes screen should be displayed.
TC_18262_006,Verify navigation to Equipment Codes screen from Device screen,Device Management,18262,menu,P1,Functional,,,Click on the 'Equipment Codes' option in the vertical menu to navigate to the Equipment Codes screen.,The Equipment Codes screen should be displayed.
TC_18262_007,Verify navigation to Settings screen from Device screen,Device Management,18262,menu,P1,Functional,,,Click on the 'Settings' option in the vertical menu to navigate to the Settings screen.,The Settings screen should be displayed.
TC_18262_008,Verify navigation to Device screen from Device screen,Device Management,18262,menu,P1,Functional,,,Click on the 'Device' option in the vertical menu to navigate back to the Device screen.,The Device screen should be displayed.
TC_18262_009,Verify navigation to About screen from Device screen,Device Management,18262,menu,P1,Functional,,,Click on the 'About' option in the vertical menu to navigate to the About screen.,The About screen should be displayed.
TC_18308_01,Positive flow: Selecting a country from the list,LocationSelection,18308,list,P1,Functional,,,Open the application and navigate to the location selection screen. | Locate the list of countries and select a country from the list.,The selected country should be highlighted or marked as the current selection.
TC_18308_02,Negative flow: Attempting to select a non-existent country,LocationSelection,18308,list,P2,Negative,,,Open the application and navigate to the location selection screen. | Locate the list of countries and attempt to select a country that is not in the list.,An error message or notification should appear indicating that the selected country is not available.
TC_18308_03,Boundary validation: Selecting the first country in the list,LocationSelection,18308,list,P2,Functional,,,Open the application and navigate to the location selection screen. | Locate the list of countries and select the first country in the list.,The selected country should be highlighted or marked as the current selection.
TC_18308_04,Boundary validation: Selecting the last country in the list,LocationSelection,18308,list,P2,Functional,,,Open the application and navigate to the location selection screen. | Locate the list of countries and select the last country in the list.,The selected country should be highlighted or marked as the current selection.
TC_18308_05,Toggle state: Selecting a country and then unselecting it,LocationSelection,18308,list,P2,Functional,,,Open the application and navigate to the location selection screen. | Locate the list of countries and select a country. | Locate the list of countries and unselect the previously selected country.,The previously selected country should no longer be highlighted or marked as the current selection.
TC_18308_06,Navigation: Navigating back to the previous screen,LocationSelection,18308,list,P2,Functional,,,Open the application and navigate to the location selection screen. | Locate the back arrow in the header and tap it to navigate back to the previous screen.,The application should navigate back to the previous screen.
TC_18308_07,Usability: Searching for a country,LocationSelection,18308,list,P2,Usability,,,Open the application and navigate to the location selection screen. | Locate the search icon in the header and tap it to activate the search functionality. | Enter a country name in the search bar and tap the search icon.,The application should display the search results for the entered country name.
TC_18308_08,Accessibility: Testing keyboard navigation,LocationSelection,18308,list,P2,Accessibility,,,Open the application and navigate to the location selection screen. | Locate the list of countries and use the keyboard to navigate through the list. | Select a country using the keyboard.,The selected country should be highlighted or marked as the current selection.
TC_18460_01,Positive flow: Select 'I exercise regularly' and proceed to the next step,FitnessAssessment,18460,tutorial,P1,Functional,,I exercise regularly,Click on the 'I exercise regularly' option. | Click on the 'NEXT >' button.,The user should be directed to the next step of the fitness assessment process.
TC_18460_02,Negative flow: Select 'I go through phases' and proceed to the next step,FitnessAssessment,18460,tutorial,P1,Functional,,I go through phases,Click on the 'I go through phases' option. | Click on the 'NEXT >' button.,The user should be directed to the next step of the fitness assessment process.
TC_18460_03,Negative flow: Select 'Consider me a newbie' and proceed to the next step,FitnessAssessment,18460,tutorial,P1,Functional,,Consider me a newbie,Click on the 'Consider me a newbie' option. | Click on the 'NEXT >' button.,The user should be directed to the next step of the fitness assessment process.
TC_18460_04,Negative flow: Select 'I exercise regularly' and then select 'I go through phases',FitnessAssessment,18460,tutorial,P1,Functional,,I exercise regularly | I go through phases,Click on the 'I exercise regularly' option. | Click on the 'NEXT >' button. | Click on the 'I go through phases' option. | Click on the 'NEXT >' button.,The user should be directed to the next step of the fitness assessment process.
TC_18460_05,Negative flow: Select 'Consider me a newbie' and then select 'I go through phases',FitnessAssessment,18460,tutorial,P1,Functional,,Consider me a newbie | I go through phases,Click on the 'Consider me a newbie' option. | Click on the 'NEXT >' button. | Click on the 'I go through phases' option. | Click on the 'NEXT >' button.,The user should be directed to the next step of the fitness assessment process.
TC_18460_06,Negative flow: Select 'I exercise regularly' and then select 'Consider me a newbie',FitnessAssessment,18460,tutorial,P1,Functional,,I exercise regularly | Consider me a newbie,Click on the 'I exercise regularly' option. | Click on the 'NEXT >' button. | Click on the 'Consider me a newbie' option. | Click on the 'NEXT >' button.,The user should be directed to the next step of the fitness assessment process.
TC_18460_07,Negative flow: Select 'I go through phases' and then select 'Consider me a newbie',FitnessAssessment,18460,tutorial,P1,Functional,,I go through phases | Consider me a newbie,Click on the 'I go through phases' option. | Click on the 'NEXT >' button. | Click on the 'Consider me a newbie' option. | Click on the 'NEXT >' button.,The user should be directed to the next step of the fitness assessment process.
TC_18460_08,Negative flow: Select 'Consider me a newbie' and then select 'I exercise regularly',FitnessAssessment,18460,tutorial,P1,Functional,,Consider me a newbie | I exercise regularly,Click on the 'Consider me a newbie' option. | Click on the 'NEXT >' button. | Click on the 'I exercise regularly' option. | Click on the 'NEXT >' button.,The user should be directed to the next step of the fitness assessment process.
TC_18483_01,Positive flow: Navigating through posts,SocialMediaApp,18483,chat,P1,Functional,,,"Open the app and navigate to the main feed screen. | Scroll through the feed to view all posts. | Click on ""Read more..."" link for Post 1. | Click on ""Read more..."" link for Post 2. | Click on ""Read more..."" link for Post 3.",The app navigates to the detailed view of Post 1. | The app navigates to the detailed view of Post 2. | The app navigates to the detailed view of Post 3.
TC_18483_02,Negative flow: Clicking on non-existent elements,SocialMediaApp,18483,chat,P2,Negative,,,"Open the app and navigate to the main feed screen. | Scroll through the feed to view all posts. | Click on a non-existent ""Read more..."" link. | Click on a non-existent ""Read more..."" link.",The app displays an error message or navigates back to the previous screen. | The app displays an error message or navigates back to the previous screen.
TC_18483_03,Boundary/Validation: Like button functionality,SocialMediaApp,18483,chat,P2,Functional,,,Open the app and navigate to the main feed screen. | Click on the like button for Post 1. | Click on the like button for Post 2. | Click on the like button for Post 3.,The number of likes for Post 1 increases by 1. | The number of likes for Post 2 increases by 1. | The number of likes for Post 3 increases by 1.
TC_18483_04,Usability: Commenting on posts,SocialMediaApp,18483,chat,P2,Usability,,,Open the app and navigate to the main feed screen. | Click on the comment button for Post 1. | Enter a comment and submit. | Click on the comment button for Post 2. | Enter a comment and submit. | Click on the comment button for Post 3. | Enter a comment and submit.,A new comment is added to Post 1. | A new comment is added to Post 2. | A new comment is added to Post 3.
TC_18483_05,Accessibility: Screen reader interaction,SocialMediaApp,18483,chat,P2,Accessibility,,,Open the app and navigate to the main feed screen. | Enable screen reader mode. | Navigate to Post 1 using the screen reader. | Navigate to Post 2 using the screen reader. | Navigate to Post 3 using the screen reader.,The screen reader correctly reads out the content of Post 1. | The screen reader correctly reads out the content of Post 2. | The screen reader correctly reads out the content of Post 3.
TC_18483_06,Usability: Bottom navigation button,SocialMediaApp,18483,chat,P2,Usability,,,Open the app and navigate to the main feed screen. | Click on the red circular button with the pen icon at the bottom of the screen. | Click on the red circular button with the pen icon at the bottom of the screen.,The app navigates to the post creation screen. | The app navigates to the post creation screen.
TC_18512_01,Open the app and verify the list of categories,Photo Notes Maker,18512,list,P0,Functional,,,"Open the 'Photo Notes Maker' app. | Verify that the screen displays a list of categories such as 'Anniversary', 'Attitude Shayari', 'Bewafa Shayari', etc.",The list of categories is displayed correctly.
TC_18512_02,Click on a category to navigate to its details,Photo Notes Maker,18512,list,P0,Functional,,,"Open the 'Photo Notes Maker' app. | Click on a category from the list, e.g., 'Anniversary'. | Verify that the app navigates to the details page for the selected category.",The app navigates to the details page for the selected category.
TC_18512_03,Verify that the refresh icon works,Photo Notes Maker,18512,list,P0,Functional,,,Open the 'Photo Notes Maker' app. | Click on the refresh icon in the header. | Verify that the list of categories is refreshed.,The list of categories is refreshed.
TC_18512_04,Check for navigation to the advertisement,Photo Notes Maker,18512,list,P0,Functional,,,Open the 'Photo Notes Maker' app. | Scroll down to the bottom of the screen. | Click on the 'Visit Site' button in the advertisement. | Verify that the app navigates to the website for 'The Furniture Gallery'.,The app navigates to the website for 'The Furniture Gallery'.
TC_18512_05,Verify data persistence after app closure,Photo Notes Maker,18512,list,P0,Functional,,,Open the 'Photo Notes Maker' app. | Close the app. | Reopen the app. | Verify that the list of categories is still displayed.,The list of categories is still displayed.
TC_18512_06,Check for accessibility/usability,Photo Notes Maker,18512,list,P0,Usability,,,Open the 'Photo Notes Maker' app. | Perform a screen reader test on the app. | Verify that all elements are accessible and usable.,All elements are accessible and usable.
TC_18558_001,Positive flow: User selects gender and proceeds to next step,FitnessApp,18558,tutorial,P1,Functional,,,Click on the 'I am male' toggle button. | Click on the 'I am female' toggle button. | Click on the progress indicator to proceed to the next step.,The gender selection is confirmed. | The progress indicator advances to the next step.
TC_18558_002,Negative flow: User attempts to proceed without selecting gender,FitnessApp,18558,tutorial,P1,Negative,,,Click on the progress indicator without selecting a gender.,"An error message or prompt is displayed, indicating that a gender selection is required."
TC_18558_003,Boundary validation: User selects both genders,FitnessApp,18558,tutorial,P2,Negative,,,Click on the 'I am male' toggle button. | Click on the 'I am female' toggle button.,"An error message or prompt is displayed, indicating that only one gender can be selected."
TC_18558_004,Navigation: User skips the current step,FitnessApp,18558,tutorial,P2,Functional,,,Click on the 'Skip' button on the right side of the progress indicator.,The user is redirected to the next step in the onboarding process.
TC_18558_005,Usability: User navigates back to the previous step,FitnessApp,18558,tutorial,P2,Usability,,,Click on the progress indicator to navigate back to the previous step.,The user is redirected to the previous step in the onboarding process.
TC_18587_01,Positive Flow: Navigate to Profile Page,Social Media/Analytics App,18587,profile,P1,Functional,,,Open the app. | Navigate to the profile page for 'appcrawler4'.,The profile page for 'appcrawler4' is displayed. | The title 'appcrawler4' is visible in the center of the screen.
TC_18587_02,Negative Flow: Invalid Username,Social Media/Analytics App,18587,profile,P2,Negative,,invalid_username,Open the app. | Attempt to navigate to the profile page for 'invalid_username'.,An error message or notification is displayed indicating that the username does not exist.
TC_18587_03,UI Test: Profile Icon Click,Social Media/Analytics App,18587,profile,P2,UI,,,Open the app. | Click on the profile icon in the header/app bar.,The profile page for 'appcrawler4' is displayed.
TC_18587_04,Usability Test: Navigation Bar,Social Media/Analytics App,18587,profile,P2,Usability,,,Open the app. | Navigate to the profile page for 'appcrawler4'. | Click on the 'menu' icon in the navigation bar at the bottom.,The menu options are displayed.
TC_18587_05,Accessibility Test: Screen Reader,Social Media/Analytics App,18587,profile,P2,Accessibility,,,Open the app. | Navigate to the profile page for 'appcrawler4'. | Use a screen reader to navigate through the profile page.,All elements on the profile page are accessible and can be read by a screen reader.
TC_18587_06,Data Persistence Test: Logout,Social Media/Analytics App,18587,profile,P2,Regression,,,Open the app. | Navigate to the profile page for 'appcrawler4'. | Log out of the app. | Reopen the app. | Attempt to navigate to the profile page for 'appcrawler4'.,The profile page for 'appcrawler4' is not displayed.
TC_1863_01,Verify the presence of the back arrow in the header,Find Gabor,1863,tutorial,P1,Functional,,,Open the app and navigate to the screen with the header containing the back arrow.,The back arrow should be visible in the header.
TC_1863_02,Verify the title 'Find Gabor' in the header,Find Gabor,1863,tutorial,P1,Functional,,,Open the app and navigate to the screen with the header containing the title 'Find Gabor'.,The title 'Find Gabor' should be visible in the header.
TC_1863_03,Verify the large central image of a stylized pair of glasses with a star,Find Gabor,1863,tutorial,P1,Functional,,,Open the app and navigate to the screen with the large central image of a stylized pair of glasses with a star.,The large central image of a stylized pair of glasses with a star should be visible.
TC_1863_04,"Verify the subtitle 'Trains your attention, perception ability and the overall work of your brain'",Find Gabor,1863,tutorial,P1,Functional,,,"Open the app and navigate to the screen with the subtitle 'Trains your attention, perception ability and the overall work of your brain'.","The subtitle 'Trains your attention, perception ability and the overall work of your brain' should be visible."
TC_1863_05,Verify the 'how-to' button functionality,Find Gabor,1863,tutorial,P1,Functional,,,Open the app and navigate to the screen with the 'how-to' button. | Click on the 'how-to' button.,The app should navigate to the 'how-to' screen.
TC_1863_06,Verify the 'play' button functionality,Find Gabor,1863,tutorial,P1,Functional,,,Open the app and navigate to the screen with the 'play' button. | Click on the 'play' button.,The app should navigate to the 'play' screen.
TC_1863_07,Verify the 'how-to' and 'play' buttons are clickable,Find Gabor,1863,tutorial,P1,Functional,,,Open the app and navigate to the screen with the 'how-to' and 'play' buttons. | Click on the 'how-to' button. | Click on the 'play' button.,The 'how-to' and 'play' buttons should be clickable.
TC_1868_001,Solve the math problem correctly to dismiss the alarm,tutorial,1868,tutorial,P1,Functional,The user is on the puzzle-solving screen with the math problem displayed,15+22+33,Click on the number '1' in the number grid | Click on the number '5' in the number grid | Click on the '+' button in the number grid | Click on the number '2' in the number grid | Click on the '+' button in the number grid | Click on the number '2' in the number grid | Click on the '+' button in the number grid | Click on the number '3' in the number grid | Click on the '+' button in the number grid | Click on the number '3' in the number grid | Click on the checkmark button to submit the answer,"The progress indicator should disappear, and the alarm should be dismissed"
